Date,Site,Depth,Rep,Art,Gn,Gr,Rho,Lam,Cho,Cod,Ploc,Eis,Pri,Gel,Laur,Stos,Colp,Hal,Egr,Clad,Dic,Fau,RedT,GrnT,Gym,Red,Green,R Like,Mac,Pterygophora,Sg,note
1999-11-09,Twin W,10,6,139.3,1.4,18.6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,10,7,133.2,5.7,118.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,10,8,6.2,0,677.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,10,9,22.8,10.5,667.4,0.4,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,10,10,2.9,0,122,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,1,0,0,0,112.1,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 31.2
1999-11-09,Twin W,20,2,34.9,0,565.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,3,64.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,4,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,5,143.5,0,90.9,0,60.5,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 5.6
1999-11-09,Twin W,20,6,54.6,0,0,91.2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 65.1
1999-11-09,Twin W,20,7,123.3,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,8,77.8,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,20,9,137.2,0,3,0.6,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,,,,,Bry 10.5
1999-11-09,Twin W,20,10,59,0,0,9.4,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 3.1
1999-11-09,Twin W,30,1,0,0,0.7,0.1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,3,0,0,0,2.4,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,4,83.4,0,0,0,0,0,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,5,92.9,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Unid Brown 0.7
1999-11-09,Twin W,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-09,Twin W,30,10,0.2,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,1,92.3,0,26.2,5.7,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,2,23,0,0,0.5,0,0,0,0,1011.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 0.5
1999-11-15,BC 1,10,3,49.7,10.5,41.7,0,0,0,0,0,435.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,,,,,
1999-11-15,BC 1,10,4,30.1,0,12.2,0,0,0,0,0,231.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 3.7
1999-11-15,BC 1,10,5,4.7,0,0,11,0,0,0,0,492.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,6,56,0,5,0,0,0,0,0,354.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,7,0,0,782.8,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,8,46.3,0,74.8,40.8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,10,9,30.8,0,19.9,7.3,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,,,,,
1999-11-15,BC 1,10,10,4.7,0,135.4,36.1,0,0,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,20,1,34.3,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 9.8
1999-11-15,BC 1,20,2,53.6,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 8.7
1999-11-15,BC 1,20,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,20,4,42.1,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,,,,,
1999-11-15,BC 1,20,5,26.6,0,75.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,20,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,20,7,133.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,20,8,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 12.5
1999-11-15,BC 1,20,9,0,0,47.8,95.4,0,0,6.9,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,,,,,Bry 3.8
1999-11-15,BC 1,20,10,122.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,1,34.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,2,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,,,,,
1999-11-15,BC 1,30,3,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,4,139.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,5,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,,,,,
1999-11-15,BC 1,30,6,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,8,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
1999-11-15,BC 1,30,9,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Bry 23
1999-11-15,BC 1,30,10,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,1,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,2,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,3,14.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,5,0,30.4,34.5,2.3,0,0,1.3,0,195.9,12.8,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1.2,,,,,Unknown 0.4
2000-11-02,BC 1,10,6,0,6.6,29.2,27.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,7,8.9,0,99.3,9.4,0,0,0,0,4,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,8,1.9,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,9,0,0,174,4.1,0,0,0,0,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,10,10,11.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,1,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,2,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,3,0,0,149.5,77.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,4,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,5,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,6,0,0,178.1,32.5,0,0,0,0,57.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,7,0.6,0,85,15.7,0,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Rho like 0.3
2000-11-02,BC 1,20,8,15.7,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,9,42.1,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,20,10,0,0,24.3,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,3,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,4.2,0,0,0,0,,,,,
2000-11-02,BC 1,30,4,5.4,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,6,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,7,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,8,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,9,0,0,0,1.5,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-02,BC 1,30,10,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,,,,,
2000-11-16,Twin W,10,1,6.5,0,236.7,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,2,77.5,0,66.6,32.7,0,0,0,0,0,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,3,28.1,0,237.9,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,4,131.1,0,42,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,5,0,0,369.1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,6,30.2,12.7,757.7,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,7,0,0,98.1,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,8,227,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,9,21.8,0,11.2,11.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,10,10,21.7,18.2,314,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,1,28.8,0,132.9,16.1,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,,,,
2000-11-16,Twin W,20,2,6.8,0,19.5,25.1,0,129.8,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,3,0,0,1056.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,,,,,
2000-11-16,Twin W,20,4,87.3,0,204.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,5,15.6,0,96.2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,6,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,7,0,0,443.2,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,9,8.2,11.3,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,20,10,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,5,33.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-16,Twin W,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,1,9.7,0,415.4,21.1,0,0,0,0,718.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,2,129.3,0,36.5,2.2,0,0,0,0,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,3,13.6,0,177.3,4.4,0,0,0,0,358.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,4,0,0,179.8,32.9,0,3.8,0,0,119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,5,0,0,53,33,0,0,0,0,304.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,6,20.1,0,74.5,6.9,0,0,0,0,223.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,7,54.4,0,71.7,1.7,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,8,25.6,0,41.2,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,9,12.4,0,722.7,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,10,10,0,0,2.5,14.8,0,0,0,0,491.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,1,0,0,20.1,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,2,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,3,27.8,0,99.5,28.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,4,267.5,0,0,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,5,35.9,0,35.9,49.8,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,6,89.1,0,37.3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,7,53.4,0,283.1,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,,,,,
2000-11-21,Diablo,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,9,34.9,0,69.9,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,20,10,0,0,72.7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,4,0,0,46.7,26.5,0,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,8,0,0,34.2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,,,,,
2000-11-21,Diablo,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2000-11-21,Diablo,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,1,0,0,155.2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,2,0.8,0,0,0,0,0,0,0,0,0,0,18.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,3,15.7,0,8.6,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,4,3,0,0,0.9,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,5,19.2,0,0,0,0,0,0,0,147.2,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,6,29.4,0,0,0,0,0,0,0,0,0,0,30.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,7,0,0,0,0.1,0,0,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,8,2.4,0,68.6,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,9,5.1,0,0,92.8,0,5.8,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,10,10,0,0,26.1,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,1,0,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,2,0,0,0,0.1,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,3,3,0,82.5,15.7,0,0,0,0,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,4,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,5,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,6,7.1,0,150.6,44.2,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,7,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,8,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,9,0.8,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,20,10,3.2,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,1,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,2,8.7,0,5.6,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,3,2.8,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,4,2.8,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,5,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,6,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,7,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,9,0,0,0,0.1,0,0,0.1,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-10-31,BC 1,30,10,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,1,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,2,16.7,0,171.3,61.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,3,18.3,0,73.3,7,0,3.2,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,4,0,0,200.3,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,5,158,0,48.1,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,6,2.6,0,134,34.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,7,0,0,89.1,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,8,0,0,29.8,43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,9,6.8,0,214.7,21.8,0,0,0,0,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,10,10,0,0,43.6,0.6,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,20,1,2.8,0,486,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,20,2,15.6,0,0,0.9,0,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
2001-11-09,Twin W,20,3,14.1,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
